,Hour,Hour_count
24265,22,8256
24266,3,1447
24267,23,5744
24268,6,952
24269,20,6859
24270,2,1649
24271,21,9135
24272,22,8256
24273,21,9135
24274,21,9135
24275,23,5744
24276,23,5744
24277,22,8256
24278,0,2941
24279,21,9135
24280,10,902
24281,1,2339
24282,22,8256
24283,15,1063
24284,22,8256
24285,23,5744
24286,20,6859
24287,23,5744
24288,19,4783
24289,0,2941
24290,22,8256
24291,0,2941
24292,20,6859
24293,20,6859
24294,18,3123
24295,22,8256
24296,18,3123
24297,13,962
24298,21,9135
24299,19,4783
24300,22,8256
24301,21,9135
24302,22,8256
24303,2,1649
24304,23,5744
24305,4,1114
24306,4,1114
24307,19,4783
24308,22,8256
24309,3,1447
24310,21,9135
24311,23,5744
24312,19,4783
24313,3,1447
24314,3,1447
24315,21,9135
24316,23,5744
24317,3,1447
24318,13,962
24319,3,1447
24320,6,952
24321,19,4783
24322,23,5744
24323,21,9135
24324,18,3123
24325,23,5744
24326,21,9135
24327,21,9135
24328,22,8256
24329,17,1988
24330,8,617
24331,23,5744
24332,10,902
24333,21,9135
24334,22,8256
24335,23,5744
24336,7,690
24337,16,1208
24338,21,9135
24339,14,956
24340,12,1016
24341,21,9135
24342,21,9135
24343,20,6859
24344,22,8256
24345,6,952
24346,13,962
24347,13,962
24348,21,9135
24349,23,5744
24350,18,3123
24351,21,9135
24352,21,9135
24353,4,1114
24354,21,9135
24355,22,8256
24356,23,5744
24357,18,3123
24358,20,6859
24359,17,1988
24360,23,5744
24361,1,2339
24362,23,5744
24363,20,6859
24364,16,1208
24365,21,9135
24366,20,6859
24367,18,3123
24368,5,1272
24369,23,5744
24370,19,4783
24371,22,8256
24372,22,8256
24373,23,5744
24374,7,690
24375,17,1988
24376,19,4783
24377,20,6859
24378,18,3123
24379,15,1063
24380,20,6859
24381,21,9135
24382,1,2339
24383,8,617
24384,21,9135
24385,1,2339
24386,20,6859
24387,21,9135
24388,1,2339
24389,21,9135
24390,23,5744
24391,14,956
24392,21,9135
24393,21,9135
24394,21,9135
24395,21,9135
24396,0,2941
24397,18,3123
24398,20,6859
24399,22,8256
24400,23,5744
24401,22,8256
24402,6,952
24403,0,2941
24404,23,5744
24405,21,9135
24406,21,9135
24407,22,8256
24408,1,2339
24409,22,8256
24410,14,956
24411,19,4783
24412,22,8256
24413,23,5744
24414,23,5744
24415,15,1063
24416,23,5744
24417,23,5744
24418,18,3123
24419,7,690
24420,23,5744
24421,21,9135
24422,23,5744
24423,18,3123
24424,12,1016
24425,20,6859
24426,22,8256
24427,21,9135
24428,14,956
24429,17,1988
24430,18,3123
24431,22,8256
24432,20,6859
24433,20,6859
24434,23,5744
24435,16,1208
24436,9,766
24437,23,5744
24438,16,1208
24439,22,8256
24440,22,8256
24441,23,5744
24442,20,6859
24443,3,1447
24444,21,9135
24445,19,4783
24446,20,6859
24447,22,8256
24448,7,690
24449,19,4783
24450,16,1208
24451,22,8256
24452,20,6859
24453,5,1272
24454,21,9135
24455,0,2941
24456,0,2941
24457,3,1447
24458,1,2339
24459,17,1988
24460,8,617
24461,21,9135
24462,12,1016
24463,19,4783
24464,21,9135
24465,9,766
24466,5,1272
24467,14,956
24468,19,4783
24469,23,5744
24470,19,4783
24471,22,8256
24472,21,9135
24473,22,8256
24474,19,4783
24475,6,952
24476,19,4783
24477,23,5744
24478,21,9135
24479,0,2941
24480,21,9135
24481,4,1114
24482,1,2339
24483,0,2941
24484,7,690
24485,20,6859
24486,20,6859
24487,21,9135
24488,21,9135
24489,2,1649
24490,19,4783
24491,16,1208
24492,19,4783
24493,22,8256
24494,15,1063
24495,21,9135
24496,0,2941
24497,22,8256
24498,21,9135
24499,10,902
24500,5,1272
24501,21,9135
24502,23,5744
24503,23,5744
24504,23,5744
24505,6,952
24506,21,9135
24507,21,9135
24508,19,4783
24509,22,8256
24510,23,5744
24511,21,9135
24512,1,2339
24513,22,8256
24514,20,6859
24515,22,8256
24516,13,962
24517,1,2339
24518,20,6859
24519,23,5744
24520,3,1447
24521,23,5744
24522,21,9135
24523,22,8256
24524,19,4783
24525,22,8256
24526,21,9135
24527,20,6859
24528,21,9135
24529,21,9135
24530,19,4783
24531,22,8256
24532,22,8256
24533,23,5744
24534,22,8256
24535,23,5744
24536,22,8256
24537,20,6859
24538,21,9135
24539,18,3123
24540,18,3123
24541,7,690
24542,20,6859
24543,17,1988
24544,20,6859
24545,5,1272
24546,22,8256
24547,3,1447
24548,22,8256
24549,21,9135
24550,20,6859
24551,21,9135
24552,20,6859
24553,4,1114
24554,1,2339
24555,7,690
24556,22,8256
24557,2,1649
24558,1,2339
24559,15,1063
24560,19,4783
24561,1,2339
24562,18,3123
24563,21,9135
24564,21,9135
24565,18,3123
24566,1,2339
24567,21,9135
24568,20,6859
24569,22,8256
24570,23,5744
24571,20,6859
24572,20,6859
24573,23,5744
24574,0,2941
24575,2,1649
24576,22,8256
24577,19,4783
24578,22,8256
24579,0,2941
24580,0,2941
24581,15,1063
24582,23,5744
24583,21,9135
24584,20,6859
24585,22,8256
24586,12,1016
24587,23,5744
24588,16,1208
24589,23,5744
24590,22,8256
24591,17,1988
24592,21,9135
24593,12,1016
24594,20,6859
24595,2,1649
24596,0,2941
24597,21,9135
24598,23,5744
24599,12,1016
24600,20,6859
24601,8,617
24602,21,9135
24603,0,2941
24604,20,6859
24605,0,2941
24606,22,8256
24607,20,6859
24608,21,9135
24609,22,8256
24610,5,1272
24611,0,2941
24612,22,8256
24613,20,6859
24614,19,4783
24615,20,6859
24616,21,9135
24617,5,1272
24618,13,962
24619,22,8256
24620,19,4783
24621,23,5744
24622,6,952
24623,22,8256
24624,6,952
24625,21,9135
24626,23,5744
24627,5,1272
24628,9,766
24629,21,9135
24630,4,1114
24631,18,3123
24632,20,6859
24633,20,6859
24634,10,902
24635,12,1016
24636,18,3123
24637,4,1114
24638,1,2339
24639,1,2339
24640,1,2339
24641,22,8256
24642,9,766
24643,22,8256
24644,17,1988
24645,23,5744
24646,19,4783
24647,0,2941
24648,23,5744
24649,22,8256
24650,22,8256
24651,19,4783
24652,0,2941
24653,22,8256
24654,20,6859
24655,15,1063
24656,22,8256
24657,0,2941
24658,19,4783
24659,0,2941
24660,2,1649
24661,22,8256
24662,1,2339
24663,22,8256
24664,20,6859
24665,22,8256
24666,6,952
24667,21,9135
24668,23,5744
24669,6,952
24670,5,1272
24671,14,956
24672,12,1016
24673,15,1063
24674,15,1063
24675,22,8256
24676,19,4783
24677,17,1988
24678,22,8256
24679,18,3123
24680,21,9135
24681,20,6859
24682,19,4783
24683,22,8256
24684,22,8256
24685,22,8256
24686,0,2941
24687,20,6859
24688,16,1208
24689,18,3123
24690,23,5744
24691,20,6859
24692,23,5744
24693,22,8256
24694,0,2941
24695,19,4783
24696,20,6859
24697,0,2941
24698,21,9135
24699,16,1208
24700,16,1208
24701,20,6859
24702,3,1447
24703,17,1988
24704,20,6859
24705,17,1988
24706,22,8256
24707,21,9135
24708,18,3123
24709,4,1114
24710,20,6859
24711,14,956
24712,19,4783
24713,19,4783
24714,21,9135
24715,18,3123
24716,20,6859
24717,21,9135
24718,22,8256
24719,16,1208
24720,18,3123
24721,15,1063
24722,12,1016
24723,4,1114
24724,12,1016
24725,20,6859
24726,19,4783
24727,17,1988
24728,13,962
24729,19,4783
24730,5,1272
24731,21,9135
24732,22,8256
24733,20,6859
24734,0,2941
24735,1,2339
24736,21,9135
24737,21,9135
24738,23,5744
24739,17,1988
24740,17,1988
24741,19,4783
24742,10,902
24743,13,962
24744,0,2941
24745,12,1016
24746,22,8256
24747,23,5744
24748,22,8256
24749,18,3123
24750,23,5744
24751,20,6859
24752,3,1447
24753,18,3123
24754,20,6859
24755,20,6859
24756,20,6859
24757,9,766
24758,23,5744
24759,20,6859
24760,17,1988
24761,1,2339
24762,22,8256
24763,22,8256
24764,18,3123
24765,20,6859
24766,0,2941
24767,22,8256
24768,19,4783
24769,17,1988
24770,4,1114
24771,1,2339
24772,0,2941
24773,21,9135
24774,20,6859
24775,23,5744
24776,1,2339
24777,10,902
24778,17,1988
24779,16,1208
24780,11,850
24781,18,3123
24782,23,5744
24783,21,9135
24784,20,6859
24785,21,9135
24786,2,1649
24787,21,9135
24788,20,6859
24789,23,5744
24790,19,4783
24791,6,952
24792,5,1272
24793,22,8256
24794,21,9135
24795,3,1447
24796,4,1114
24797,1,2339
24798,22,8256
24799,21,9135
24800,20,6859
24801,8,617
24802,18,3123
24803,20,6859
24804,18,3123
24805,22,8256
24806,7,690
24807,20,6859
24808,22,8256
24809,19,4783
24810,11,850
24811,14,956
24812,19,4783
24813,21,9135
24814,20,6859
24815,0,2941
24816,22,8256
24817,20,6859
24818,9,766
24819,18,3123
24820,20,6859
24821,15,1063
24822,16,1208
24823,22,8256
24824,23,5744
24825,7,690
24826,22,8256
24827,2,1649
24828,3,1447
24829,0,2941
24830,2,1649
24831,6,952
24832,23,5744
24833,22,8256
24834,23,5744
24835,4,1114
24836,23,5744
24837,19,4783
24838,1,2339
24839,19,4783
24840,20,6859
24841,19,4783
24842,17,1988
24843,21,9135
24844,20,6859
24845,18,3123
24846,19,4783
24847,19,4783
24848,0,2941
24849,18,3123
24850,22,8256
24851,18,3123
24852,0,2941
24853,2,1649
24854,20,6859
24855,23,5744
24856,4,1114
24857,21,9135
24858,21,9135
24859,22,8256
24860,8,617
24861,6,952
24862,21,9135
24863,23,5744
24864,21,9135
24865,3,1447
24866,1,2339
24867,17,1988
24868,17,1988
24869,21,9135
24870,21,9135
24871,4,1114
24872,22,8256
24873,21,9135
24874,22,8256
24875,21,9135
24876,19,4783
24877,21,9135
24878,12,1016
24879,23,5744
24880,12,1016
24881,12,1016
24882,3,1447
24883,6,952
24884,19,4783
24885,17,1988
24886,20,6859
24887,21,9135
24888,17,1988
24889,3,1447
24890,19,4783
24891,22,8256
24892,17,1988
24893,2,1649
24894,0,2941
24895,5,1272
24896,0,2941
24897,21,9135
24898,21,9135
24899,20,6859
24900,21,9135
24901,6,952
24902,22,8256
24903,23,5744
24904,22,8256
24905,20,6859
24906,21,9135
24907,15,1063
24908,22,8256
24909,23,5744
24910,23,5744
24911,19,4783
24912,5,1272
24913,23,5744
24914,1,2339
24915,6,952
24916,23,5744
24917,20,6859
24918,18,3123
24919,20,6859
24920,20,6859
24921,11,850
24922,23,5744
24923,0,2941
24924,0,2941
24925,7,690
24926,16,1208
24927,21,9135
24928,19,4783
24929,1,2339
24930,22,8256
24931,20,6859
24932,23,5744
24933,20,6859
24934,20,6859
24935,15,1063
24936,22,8256
24937,23,5744
24938,22,8256
24939,15,1063
24940,1,2339
24941,21,9135
24942,23,5744
24943,22,8256
24944,21,9135
24945,23,5744
24946,9,766
24947,6,952
24948,10,902
24949,22,8256
24950,20,6859
24951,21,9135
24952,19,4783
24953,5,1272
24954,20,6859
24955,19,4783
24956,19,4783
24957,0,2941
24958,22,8256
24959,1,2339
24960,15,1063
24961,13,962
24962,22,8256
24963,21,9135
24964,22,8256
24965,16,1208
24966,12,1016
24967,19,4783
24968,22,8256
24969,21,9135
24970,23,5744
24971,21,9135
24972,21,9135
24973,2,1649
24974,6,952
24975,16,1208
24976,22,8256
24977,21,9135
24978,11,850
24979,21,9135
24980,21,9135
24981,11,850
24982,11,850
24983,2,1649
24984,20,6859
24985,13,962
24986,17,1988
24987,10,902
24988,21,9135
24989,21,9135
24990,16,1208
24991,17,1988
24992,19,4783
24993,10,902
24994,21,9135
24995,22,8256
24996,12,1016
24997,21,9135
24998,23,5744
24999,23,5744
25000,22,8256
25001,2,1649
25002,16,1208
25003,22,8256
25004,18,3123
25005,4,1114
25006,21,9135
25007,5,1272
25008,19,4783
25009,23,5744
25010,23,5744
25011,22,8256
25012,19,4783
25013,18,3123
25014,23,5744
25015,16,1208
25016,17,1988
25017,11,850
25018,4,1114
25019,19,4783
25020,4,1114
25021,20,6859
25022,22,8256
25023,12,1016
25024,21,9135
25025,3,1447
25026,20,6859
25027,21,9135
25028,23,5744
25029,18,3123
25030,22,8256
25031,3,1447
25032,20,6859
25033,16,1208
25034,20,6859
25035,18,3123
25036,20,6859
25037,23,5744
25038,23,5744
25039,10,902
25040,11,850
25041,23,5744
25042,23,5744
25043,22,8256
25044,21,9135
25045,15,1063
25046,22,8256
25047,21,9135
25048,8,617
25049,3,1447
25050,21,9135
25051,18,3123
25052,23,5744
25053,12,1016
25054,20,6859
25055,4,1114
25056,17,1988
25057,1,2339
25058,23,5744
25059,23,5744
25060,21,9135
25061,21,9135
25062,21,9135
25063,16,1208
25064,22,8256
25065,21,9135
25066,15,1063
25067,22,8256
25068,15,1063
25069,23,5744
25070,20,6859
25071,19,4783
25072,21,9135
25073,10,902
25074,19,4783
25075,20,6859
25076,21,9135
25077,19,4783
25078,1,2339
25079,21,9135
25080,2,1649
25081,4,1114
25082,16,1208
25083,11,850
25084,1,2339
25085,20,6859
25086,21,9135
25087,21,9135
25088,23,5744
25089,20,6859
25090,10,902
25091,22,8256
25092,11,850
25093,22,8256
25094,12,1016
25095,4,1114
25096,23,5744
25097,18,3123
25098,21,9135
25099,22,8256
25100,12,1016
25101,17,1988
25102,22,8256
25103,22,8256
25104,11,850
25105,23,5744
25106,20,6859
25107,22,8256
25108,0,2941
25109,17,1988
25110,20,6859
25111,22,8256
25112,22,8256
25113,20,6859
25114,21,9135
25115,21,9135
25116,22,8256
25117,0,2941
25118,19,4783
25119,20,6859
25120,14,956
25121,20,6859
25122,20,6859
25123,2,1649
25124,0,2941
25125,1,2339
25126,22,8256
25127,20,6859
25128,21,9135
25129,21,9135
25130,19,4783
25131,21,9135
25132,23,5744
25133,2,1649
25134,16,1208
25135,4,1114
25136,22,8256
25137,20,6859
25138,3,1447
25139,2,1649
25140,21,9135
25141,18,3123
25142,3,1447
25143,6,952
25144,22,8256
25145,21,9135
25146,18,3123
25147,22,8256
25148,20,6859
25149,23,5744
25150,22,8256
25151,16,1208
25152,19,4783
25153,20,6859
25154,17,1988
25155,0,2941
25156,20,6859
25157,4,1114
25158,19,4783
25159,0,2941
25160,4,1114
25161,7,690
25162,23,5744
25163,20,6859
25164,17,1988
25165,22,8256
25166,16,1208
25167,21,9135
25168,1,2339
25169,5,1272
25170,14,956
25171,2,1649
25172,18,3123
25173,16,1208
25174,3,1447
25175,22,8256
25176,21,9135
25177,7,690
25178,21,9135
25179,23,5744
25180,23,5744
25181,18,3123
25182,20,6859
25183,21,9135
25184,23,5744
25185,18,3123
25186,2,1649
25187,23,5744
25188,23,5744
25189,21,9135
25190,21,9135
25191,23,5744
25192,17,1988
25193,0,2941
25194,22,8256
25195,22,8256
25196,21,9135
25197,18,3123
25198,18,3123
25199,19,4783
25200,22,8256
25201,19,4783
25202,21,9135
25203,3,1447
25204,15,1063
25205,0,2941
25206,22,8256
25207,19,4783
25208,19,4783
25209,14,956
25210,21,9135
25211,1,2339
25212,4,1114
25213,21,9135
25214,10,902
25215,23,5744
25216,23,5744
25217,5,1272
25218,21,9135
25219,0,2941
25220,23,5744
25221,0,2941
25222,4,1114
25223,0,2941
25224,15,1063
25225,15,1063
25226,5,1272
25227,22,8256
25228,17,1988
25229,14,956
25230,12,1016
25231,19,4783
25232,22,8256
25233,20,6859
25234,23,5744
25235,18,3123
25236,20,6859
25237,22,8256
25238,22,8256
25239,22,8256
25240,20,6859
25241,18,3123
25242,20,6859
25243,2,1649
25244,22,8256
25245,10,902
25246,9,766
25247,23,5744
25248,0,2941
25249,21,9135
25250,0,2941
25251,0,2941
25252,20,6859
25253,15,1063
25254,19,4783
25255,21,9135
25256,1,2339
25257,19,4783
25258,16,1208
25259,22,8256
25260,1,2339
25261,21,9135
25262,22,8256
25263,23,5744
25264,21,9135
25265,5,1272
25266,9,766
25267,15,1063
25268,19,4783
25269,23,5744
25270,0,2941
25271,23,5744
25272,0,2941
25273,23,5744
25274,20,6859
25275,23,5744
25276,22,8256
25277,18,3123
25278,23,5744
25279,16,1208
25280,6,952
25281,19,4783
25282,6,952
25283,20,6859
25284,5,1272
25285,21,9135
25286,21,9135
25287,17,1988
25288,20,6859
25289,11,850
25290,23,5744
25291,2,1649
25292,20,6859
25293,23,5744
25294,21,9135
25295,23,5744
25296,19,4783
25297,21,9135
25298,22,8256
25299,0,2941
25300,22,8256
25301,21,9135
25302,18,3123
25303,22,8256
25304,16,1208
25305,19,4783
25306,4,1114
25307,23,5744
25308,23,5744
25309,10,902
25310,23,5744
25311,21,9135
25312,2,1649
25313,1,2339
25314,21,9135
25315,23,5744
25316,23,5744
25317,22,8256
25318,0,2941
25319,19,4783
25320,0,2941
25321,0,2941
25322,4,1114
25323,0,2941
25324,12,1016
25325,22,8256
25326,20,6859
25327,23,5744
25328,11,850
25329,0,2941
25330,0,2941
25331,22,8256
25332,23,5744
25333,23,5744
25334,2,1649
25335,23,5744
25336,0,2941
25337,12,1016
25338,21,9135
25339,22,8256
25340,19,4783
25341,0,2941
25342,19,4783
25343,3,1447
25344,17,1988
25345,23,5744
25346,17,1988
25347,1,2339
25348,15,1063
25349,21,9135
25350,22,8256
25351,1,2339
25352,4,1114
25353,12,1016
25354,21,9135
25355,19,4783
25356,21,9135
25357,22,8256
25358,14,956
25359,14,956
25360,1,2339
25361,21,9135
25362,20,6859
25363,22,8256
25364,10,902
25365,4,1114
25366,22,8256
25367,23,5744
25368,19,4783
25369,10,902
25370,17,1988
25371,0,2941
25372,19,4783
25373,19,4783
25374,20,6859
25375,13,962
25376,3,1447
25377,22,8256
25378,6,952
25379,21,9135
25380,21,9135
25381,23,5744
25382,15,1063
25383,14,956
25384,21,9135
25385,16,1208
25386,17,1988
25387,1,2339
25388,23,5744
25389,21,9135
25390,2,1649
25391,21,9135
25392,13,962
25393,1,2339
25394,3,1447
25395,19,4783
25396,15,1063
25397,21,9135
25398,21,9135
25399,23,5744
25400,22,8256
25401,21,9135
25402,19,4783
25403,1,2339
25404,21,9135
25405,19,4783
25406,20,6859
25407,21,9135
25408,21,9135
25409,15,1063
25410,21,9135
25411,3,1447
25412,23,5744
25413,21,9135
25414,20,6859
25415,22,8256
25416,21,9135
25417,18,3123
25418,23,5744
25419,22,8256
25420,21,9135
25421,23,5744
25422,2,1649
25423,17,1988
25424,18,3123
25425,22,8256
25426,22,8256
25427,11,850
25428,6,952
25429,21,9135
25430,5,1272
25431,19,4783
25432,13,962
25433,1,2339
25434,11,850
25435,22,8256
25436,20,6859
25437,20,6859
25438,20,6859
25439,22,8256
25440,23,5744
25441,19,4783
25442,19,4783
25443,8,617
25444,22,8256
25445,22,8256
25446,0,2941
25447,23,5744
25448,22,8256
25449,1,2339
25450,21,9135
25451,21,9135
25452,22,8256
25453,21,9135
25454,18,3123
25455,11,850
25456,5,1272
25457,23,5744
25458,21,9135
25459,0,2941
25460,23,5744
25461,5,1272
25462,5,1272
25463,1,2339
25464,5,1272
25465,22,8256
25466,18,3123
25467,9,766
25468,0,2941
25469,17,1988
25470,21,9135
25471,22,8256
25472,20,6859
25473,22,8256
25474,12,1016
25475,5,1272
25476,7,690
25477,1,2339
25478,20,6859
25479,7,690
25480,10,902
25481,23,5744
25482,10,902
25483,3,1447
25484,21,9135
25485,1,2339
25486,22,8256
25487,18,3123
25488,22,8256
25489,20,6859
25490,21,9135
25491,15,1063
25492,19,4783
25493,18,3123
25494,21,9135
25495,19,4783
25496,21,9135
25497,21,9135
25498,19,4783
25499,19,4783
25500,21,9135
25501,21,9135
25502,23,5744
25503,12,1016
25504,22,8256
25505,20,6859
25506,17,1988
25507,6,952
25508,22,8256
25509,21,9135
25510,23,5744
25511,1,2339
25512,23,5744
25513,20,6859
25514,11,850
25515,19,4783
25516,18,3123
25517,18,3123
25518,17,1988
25519,22,8256
25520,10,902
25521,1,2339
25522,13,962
25523,1,2339
25524,19,4783
25525,15,1063
25526,16,1208
25527,20,6859
25528,20,6859
25529,20,6859
25530,21,9135
25531,22,8256
25532,5,1272
25533,21,9135
25534,23,5744
25535,20,6859
25536,23,5744
25537,18,3123
25538,19,4783
25539,20,6859
25540,3,1447
25541,22,8256
25542,20,6859
25543,20,6859
25544,23,5744
25545,22,8256
25546,2,1649
25547,19,4783
25548,23,5744
25549,22,8256
25550,21,9135
25551,22,8256
25552,12,1016
25553,18,3123
25554,20,6859
25555,20,6859
25556,3,1447
25557,23,5744
25558,22,8256
25559,22,8256
25560,14,956
25561,23,5744
25562,20,6859
25563,20,6859
25564,21,9135
25565,21,9135
25566,1,2339
25567,20,6859
25568,0,2941
25569,0,2941
25570,3,1447
25571,5,1272
25572,22,8256
25573,1,2339
25574,19,4783
25575,23,5744
25576,2,1649
25577,13,962
25578,19,4783
25579,20,6859
25580,1,2339
25581,20,6859
25582,21,9135
25583,17,1988
25584,21,9135
25585,23,5744
25586,20,6859
25587,23,5744
25588,21,9135
25589,22,8256
25590,21,9135
25591,22,8256
25592,18,3123
25593,18,3123
25594,2,1649
25595,20,6859
25596,20,6859
25597,21,9135
25598,16,1208
25599,3,1447
25600,20,6859
25601,18,3123
25602,20,6859
25603,15,1063
25604,21,9135
25605,21,9135
25606,23,5744
25607,19,4783
25608,22,8256
25609,19,4783
25610,22,8256
25611,19,4783
25612,11,850
25613,20,6859
25614,22,8256
25615,0,2941
25616,19,4783
25617,21,9135
25618,19,4783
25619,22,8256
25620,23,5744
25621,15,1063
25622,20,6859
25623,23,5744
25624,21,9135
25625,14,956
25626,21,9135
25627,23,5744
25628,16,1208
25629,16,1208
25630,8,617
25631,21,9135
25632,9,766
25633,19,4783
25634,19,4783
25635,23,5744
25636,18,3123
25637,2,1649
25638,20,6859
25639,22,8256
25640,22,8256
25641,1,2339
25642,17,1988
25643,20,6859
25644,6,952
25645,1,2339
25646,18,3123
25647,1,2339
25648,23,5744
25649,16,1208
25650,17,1988
25651,20,6859
25652,18,3123
25653,21,9135
25654,22,8256
25655,19,4783
25656,22,8256
25657,3,1447
25658,0,2941
25659,18,3123
25660,23,5744
25661,9,766
25662,22,8256
25663,19,4783
25664,23,5744
25665,20,6859
25666,16,1208
25667,0,2941
25668,21,9135
25669,21,9135
25670,22,8256
25671,23,5744
25672,14,956
25673,1,2339
25674,21,9135
25675,18,3123
25676,20,6859
25677,21,9135
25678,15,1063
25679,11,850
25680,21,9135
25681,21,9135
25682,2,1649
25683,20,6859
25684,19,4783
25685,21,9135
25686,15,1063
25687,10,902
25688,20,6859
25689,17,1988
25690,18,3123
25691,2,1649
25692,20,6859
25693,0,2941
25694,20,6859
25695,6,952
25696,6,952
25697,19,4783
25698,22,8256
25699,4,1114
25700,22,8256
25701,22,8256
25702,18,3123
25703,13,962
25704,17,1988
25705,19,4783
25706,1,2339
25707,21,9135
25708,20,6859
25709,23,5744
25710,19,4783
25711,17,1988
25712,16,1208
25713,21,9135
25714,21,9135
25715,22,8256
25716,20,6859
25717,20,6859
25718,19,4783
25719,21,9135
25720,6,952
25721,19,4783
25722,3,1447
25723,21,9135
25724,9,766
25725,8,617
25726,1,2339
25727,23,5744
25728,16,1208
25729,21,9135
25730,10,902
25731,21,9135
25732,17,1988
25733,21,9135
25734,21,9135
25735,0,2941
25736,14,956
25737,2,1649
25738,13,962
25739,23,5744
25740,4,1114
25741,11,850
25742,22,8256
25743,22,8256
25744,22,8256
25745,13,962
25746,20,6859
25747,5,1272
25748,22,8256
25749,17,1988
25750,5,1272
25751,3,1447
25752,18,3123
25753,21,9135
25754,21,9135
25755,22,8256
25756,23,5744
25757,22,8256
25758,14,956
25759,20,6859
25760,22,8256
25761,2,1649
25762,15,1063
25763,22,8256
25764,19,4783
25765,20,6859
25766,23,5744
25767,20,6859
25768,21,9135
25769,22,8256
25770,19,4783
25771,21,9135
25772,20,6859
25773,18,3123
25774,23,5744
25775,21,9135
25776,22,8256
25777,23,5744
25778,23,5744
25779,22,8256
25780,20,6859
25781,21,9135
25782,21,9135
25783,23,5744
25784,23,5744
25785,2,1649
25786,5,1272
25787,7,690
25788,17,1988
25789,22,8256
25790,3,1447
25791,19,4783
25792,1,2339
25793,21,9135
25794,18,3123
25795,2,1649
25796,22,8256
25797,21,9135
25798,17,1988
25799,21,9135
25800,18,3123
25801,3,1447
25802,1,2339
25803,22,8256
25804,16,1208
25805,16,1208
25806,1,2339
25807,0,2941
25808,19,4783
25809,21,9135
25810,0,2941
25811,1,2339
25812,20,6859
25813,5,1272
25814,23,5744
25815,21,9135
25816,23,5744
25817,21,9135
25818,21,9135
25819,23,5744
25820,18,3123
25821,20,6859
25822,20,6859
25823,4,1114
25824,3,1447
25825,21,9135
25826,8,617
25827,22,8256
25828,19,4783
25829,5,1272
25830,19,4783
25831,19,4783
25832,23,5744
25833,18,3123
25834,3,1447
25835,22,8256
25836,2,1649
25837,22,8256
25838,7,690
25839,12,1016
25840,20,6859
25841,8,617
25842,21,9135
25843,21,9135
25844,13,962
25845,12,1016
25846,4,1114
25847,22,8256
25848,1,2339
25849,18,3123
25850,17,1988
25851,19,4783
25852,22,8256
25853,22,8256
25854,19,4783
25855,3,1447
25856,11,850
25857,19,4783
25858,20,6859
25859,23,5744
25860,21,9135
25861,22,8256
25862,3,1447
25863,20,6859
25864,18,3123
25865,0,2941
25866,21,9135
25867,9,766
25868,1,2339
25869,0,2941
25870,19,4783
25871,14,956
25872,19,4783
25873,13,962
25874,12,1016
25875,18,3123
25876,17,1988
25877,22,8256
25878,2,1649
25879,17,1988
25880,4,1114
25881,22,8256
25882,6,952
25883,11,850
25884,22,8256
25885,8,617
25886,7,690
25887,19,4783
25888,22,8256
25889,20,6859
25890,22,8256
25891,19,4783
25892,21,9135
25893,23,5744
25894,22,8256
25895,17,1988
25896,21,9135
25897,23,5744
25898,17,1988
25899,1,2339
25900,2,1649
25901,4,1114
25902,22,8256
25903,23,5744
25904,20,6859
25905,20,6859
25906,20,6859
25907,23,5744
25908,21,9135
25909,17,1988
25910,23,5744
25911,20,6859
25912,16,1208
25913,21,9135
25914,23,5744
25915,18,3123
25916,20,6859
25917,22,8256
25918,22,8256
25919,18,3123
25920,0,2941
25921,21,9135
25922,23,5744
25923,21,9135
25924,8,617
25925,12,1016
25926,19,4783
25927,7,690
25928,15,1063
25929,8,617
25930,4,1114
25931,7,690
25932,22,8256
25933,22,8256
25934,22,8256
25935,22,8256
25936,6,952
25937,22,8256
25938,9,766
25939,21,9135
25940,20,6859
25941,19,4783
25942,21,9135
25943,3,1447
25944,14,956
25945,12,1016
25946,20,6859
25947,2,1649
25948,12,1016
25949,20,6859
25950,23,5744
25951,21,9135
25952,23,5744
25953,23,5744
25954,20,6859
25955,21,9135
25956,21,9135
25957,19,4783
25958,14,956
25959,3,1447
25960,21,9135
25961,14,956
25962,17,1988
25963,22,8256
25964,7,690
25965,20,6859
25966,21,9135
25967,21,9135
25968,18,3123
25969,11,850
25970,23,5744
25971,15,1063
25972,21,9135
25973,21,9135
25974,5,1272
25975,13,962
25976,23,5744
25977,23,5744
25978,21,9135
25979,23,5744
25980,19,4783
25981,22,8256
25982,5,1272
25983,18,3123
25984,22,8256
25985,22,8256
25986,22,8256
25987,1,2339
25988,20,6859
25989,20,6859
25990,22,8256
25991,1,2339
25992,21,9135
25993,21,9135
25994,7,690
25995,13,962
25996,17,1988
25997,21,9135
25998,19,4783
25999,21,9135
26000,22,8256
26001,17,1988
26002,7,690
26003,7,690
26004,19,4783
26005,5,1272
26006,0,2941
26007,23,5744
26008,20,6859
26009,18,3123
26010,21,9135
26011,17,1988
26012,22,8256
26013,18,3123
26014,21,9135
26015,20,6859
26016,3,1447
26017,2,1649
26018,20,6859
26019,20,6859
26020,23,5744
26021,2,1649
26022,18,3123
26023,20,6859
26024,10,902
26025,21,9135
26026,3,1447
26027,21,9135
26028,3,1447
26029,15,1063
26030,6,952
26031,16,1208
26032,2,1649
26033,18,3123
26034,2,1649
