,Year,Year_count
1689,2007,3338
1690,2013,5862
1691,2004,3067
1692,1999,1924
1693,1989,180
1694,2002,2298
1695,2013,5862
1696,1998,1191
1697,2005,3046
1698,2007,3338
1699,1968,157
1700,2011,4215
1701,2012,6096
1702,2000,2012
1703,1997,856
1704,1997,856
1705,2011,4215
1706,2013,5862
1707,2012,6096
1708,2013,5862
1709,1997,856
1710,1998,1191
1711,2008,3867
1712,2013,5862
1713,2007,3338
1714,1997,856
1715,2012,6096
1716,2012,6096
1717,1946,6
1718,1975,228
1719,2005,3046
1720,2004,3067
1721,2014,1894
1722,2011,4215
1723,2009,3502
1724,2006,2749
1725,2012,6096
1726,2012,6096
1727,2013,5862
1728,2009,3502
1729,2006,2749
1730,2005,3046
1731,2012,6096
1732,2013,5862
1733,1999,1924
1734,1981,123
1735,2008,3867
1736,2011,4215
1737,1998,1191
1738,1966,144
1739,1998,1191
1740,2013,5862
1741,2009,3502
1742,1997,856
1743,2004,3067
1744,1999,1924
1745,2001,2295
1746,1999,1924
1747,2013,5862
1748,2002,2298
1749,1998,1191
1750,1997,856
1751,2004,3067
1752,2000,2012
1753,2000,2012
1754,1997,856
1755,1999,1924
1756,2008,3867
1757,1995,378
1758,1999,1924
1759,2003,2782
1760,2008,3867
1761,1998,1191
1762,2001,2295
1763,1999,1924
1764,1999,1924
1765,2001,2295
1766,2002,2298
1767,2005,3046
1768,2001,2295
1769,2000,2012
1770,2008,3867
1771,2004,3067
1772,2011,4215
1773,2013,5862
1774,1997,856
1775,2002,2298
1776,1998,1191
1777,2004,3067
1778,2001,2295
1779,2010,3423
1780,2000,2012
1781,2011,4215
1782,2011,4215
1783,1993,204
1784,2005,3046
1785,2014,1894
1786,2002,2298
1787,2004,3067
1788,2005,3046
1789,2005,3046
1790,2009,3502
1791,2014,1894
1792,2012,6096
1793,2006,2749
1794,2010,3423
1795,1998,1191
1796,2011,4215
1797,2009,3502
1798,2007,3338
1799,2005,3046
1800,2002,2298
1801,2004,3067
1802,2008,3867
1803,2009,3502
1804,2007,3338
1805,2000,2012
1806,2000,2012
1807,2013,5862
1808,2000,2012
1809,2013,5862
1810,2002,2298
1811,2000,2012
1812,2000,2012
1813,2011,4215
1814,2003,2782
1815,2001,2295
1816,2000,2012
1817,2000,2012
1818,2010,3423
1819,2000,2012
1820,2000,2012
1821,2000,2012
1822,2003,2782
1823,2001,2295
1824,2000,2012
1825,2000,2012
1826,2011,4215
1827,2010,3423
1828,2000,2012
1829,2013,5862
1830,2002,2298
1831,2012,6096
1832,2001,2295
1833,2005,3046
1834,2000,2012
1835,2009,3502
1836,2012,6096
1837,2000,2012
1838,2000,2012
1839,2000,2012
1840,2000,2012
1841,2002,2298
1842,2009,3502
1843,2000,2012
1844,2000,2012
1845,2000,2012
1846,2012,6096
1847,2000,2012
1848,2000,2012
1849,2000,2012
1850,2000,2012
1851,2000,2012
1852,2001,2295
1853,2003,2782
1854,2000,2012
1855,2013,5862
1856,2000,2012
1857,2000,2012
1858,2001,2295
1859,2014,1894
1860,2000,2012
1861,2000,2012
1862,2001,2295
1863,2000,2012
1864,2009,3502
1865,2013,5862
1866,2005,3046
1867,2012,6096
1868,2012,6096
1869,2012,6096
1870,2000,2012
1871,2003,2782
1872,2005,3046
1873,2003,2782
1874,2012,6096
1875,2013,5862
1876,2005,3046
1877,2004,3067
1878,2014,1894
1879,2010,3423
1880,2007,3338
1881,2007,3338
1882,2013,5862
1883,2008,3867
1884,2000,2012
1885,2000,2012
1886,2000,2012
1887,2000,2012
1888,2000,2012
1889,2000,2012
1890,2010,3423
1891,1995,378
1892,2013,5862
1893,2004,3067
1894,2001,2295
1895,2000,2012
1896,2009,3502
1897,2000,2012
1898,2014,1894
1899,2002,2298
1900,1997,856
1901,2005,3046
1902,1999,1924
1903,2008,3867
1904,2009,3502
1905,1995,378
1906,2011,4215
1907,2009,3502
1908,2003,2782
1909,2012,6096
1910,1997,856
1911,2000,2012
1912,2013,5862
1913,2010,3423
1914,2004,3067
1915,2013,5862
1916,2009,3502
1917,2010,3423
1918,2000,2012
1919,2014,1894
1920,2012,6096
1921,2005,3046
1922,2011,4215
1923,2000,2012
1924,2002,2298
1925,2005,3046
1926,2009,3502
1927,2005,3046
1928,2009,3502
1929,1967,138
1930,2013,5862
1931,1998,1191
1932,2004,3067
1933,2001,2295
1934,2001,2295
1935,2008,3867
1936,2014,1894
1937,2012,6096
1938,2012,6096
1939,2006,2749
1940,2004,3067
1941,2004,3067
1942,2004,3067
1943,2000,2012
1944,2000,2012
1945,2011,4215
1946,2013,5862
1947,2003,2782
1948,2009,3502
1949,2002,2298
1950,2013,5862
1951,2006,2749
1952,2010,3423
1953,2009,3502
1954,2000,2012
1955,2000,2012
1956,2011,4215
1957,2014,1894
1958,2013,5862
1959,1959,40
1960,2011,4215
1961,2011,4215
1962,2009,3502
1963,2008,3867
1964,2009,3502
1965,1997,856
1966,1999,1924
1967,2011,4215
1968,2011,4215
1969,2011,4215
1970,2012,6096
1971,2010,3423
1972,2007,3338
1973,2013,5862
1974,2013,5862
1975,2013,5862
1976,2004,3067
1977,2011,4215
1978,2007,3338
1979,2013,5862
1980,2013,5862
1981,1998,1191
1982,2009,3502
1983,2014,1894
1984,2013,5862
1985,1998,1191
1986,2004,3067
1987,2002,2298
1988,2006,2749
1989,2013,5862
1990,2001,2295
1991,2014,1894
1992,2011,4215
1993,1997,856
1994,2009,3502
1995,2005,3046
1996,2013,5862
1997,2006,2749
1998,2004,3067
1999,1998,1191
2000,2001,2295
2001,2002,2298
2002,2012,6096
2003,2006,2749
2004,2006,2749
2005,2009,3502
2006,2007,3338
2007,2002,2298
2008,2005,3046
2009,2005,3046
2010,2008,3867
2011,2008,3867
2012,1999,1924
2013,2000,2012
2014,2012,6096
2015,2007,3338
2016,2003,2782
2017,2007,3338
2018,2007,3338
2019,1977,190
2020,2003,2782
2021,2011,4215
2022,2004,3067
2023,2008,3867
2024,2000,2012
2025,2005,3046
2026,1998,1191
2027,2000,2012
2028,2001,2295
2029,1999,1924
2030,2011,4215
2031,2011,4215
2032,2001,2295
2033,2001,2295
2034,2011,4215
2035,2011,4215
2036,2010,3423
2037,1975,228
2038,2000,2012
2039,2003,2782
2040,2001,2295
2041,2002,2298
2042,1998,1191
2043,1990,170
2044,1997,856
2045,2004,3067
2046,2008,3867
2047,2007,3338
2048,2003,2782
2049,2011,4215
2050,2011,4215
2051,2000,2012
2052,2012,6096
2053,2011,4215
2054,2011,4215
2055,2008,3867
2056,2013,5862
2057,2003,2782
2058,2010,3423
2059,2008,3867
2060,2010,3423
2061,2011,4215
2062,2011,4215
2063,2013,5862
2064,1968,157
2065,2009,3502
2066,2007,3338
2067,2013,5862
2068,2013,5862
2069,2000,2012
2070,2013,5862
2071,2012,6096
2072,2005,3046
2073,2011,4215
2074,2009,3502
2075,2007,3338
2076,2000,2012
2077,2012,6096
2078,2014,1894
2079,2014,1894
2080,2013,5862
2081,2013,5862
2082,2011,4215
2083,2008,3867
2084,2004,3067
2085,2010,3423
2086,2009,3502
2087,2002,2298
2088,2002,2298
2089,2011,4215
2090,1995,378
2091,2009,3502
2092,2006,2749
2093,2005,3046
2094,2000,2012
2095,2001,2295
2096,2010,3423
2097,2014,1894
2098,2004,3067
2099,2008,3867
2100,2011,4215
2101,2008,3867
2102,2005,3046
2103,1996,396
2104,2011,4215
2105,2000,2012
2106,2012,6096
2107,2008,3867
2108,2006,2749
2109,2007,3338
2110,2007,3338
2111,2012,6096
2112,2012,6096
2113,2011,4215
2114,2011,4215
2115,2011,4215
2116,2012,6096
2117,2008,3867
2118,2010,3423
2119,2011,4215
2120,2013,5862
2121,2013,5862
2122,2012,6096
2123,2014,1894
2124,2007,3338
2125,2011,4215
2126,2011,4215
2127,2004,3067
2128,2011,4215
2129,2005,3046
2130,2013,5862
2131,2014,1894
2132,2009,3502
2133,1998,1191
2134,2004,3067
2135,2005,3046
2136,2008,3867
2137,2012,6096
2138,2012,6096
2139,2001,2295
2140,1999,1924
2141,2013,5862
2142,2003,2782
2143,2011,4215
2144,2010,3423
2145,2003,2782
2146,2012,6096
2147,2005,3046
2148,1977,190
2149,2009,3502
2150,2008,3867
2151,2007,3338
2152,2006,2749
2153,2004,3067
2154,1975,228
2155,1999,1924
2156,2013,5862
2157,2013,5862
2158,2003,2782
2159,2008,3867
2160,2004,3067
2161,2011,4215
2162,2005,3046
2163,2014,1894
2164,2010,3423
2165,2004,3067
2166,2013,5862
2167,2014,1894
2168,2007,3338
2169,2004,3067
2170,2014,1894
2171,2003,2782
2172,2003,2782
2173,2013,5862
2174,2006,2749
2175,2013,5862
2176,2006,2749
2177,2013,5862
2178,1980,179
2179,2011,4215
2180,2005,3046
2181,2006,2749
2182,2010,3423
2183,2014,1894
2184,2014,1894
2185,2014,1894
2186,2013,5862
2187,2013,5862
2188,2013,5862
2189,2012,6096
2190,2011,4215
2191,2006,2749
2192,2014,1894
2193,2010,3423
2194,2008,3867
2195,2014,1894
2196,2008,3867
2197,2003,2782
2198,2011,4215
2199,2006,2749
2200,2006,2749
2201,2012,6096
2202,2004,3067
2203,2004,3067
2204,1992,168
2205,2008,3867
2206,1997,856
2207,1978,231
2208,2008,3867
2209,2004,3067
2210,2004,3067
2211,2003,2782
2212,2002,2298
2213,2013,5862
2214,2004,3067
2215,2000,2012
2216,2014,1894
2217,2012,6096
2218,2008,3867
2219,2012,6096
2220,2001,2295
2221,2007,3338
2222,2013,5862
2223,2004,3067
2224,2011,4215
2225,2014,1894
2226,2006,2749
2227,2007,3338
2228,2011,4215
2229,2004,3067
2230,2003,2782
2231,2009,3502
2232,2013,5862
2233,2003,2782
2234,2009,3502
2235,2001,2295
2236,2001,2295
2237,1995,378
2238,2009,3502
2239,2000,2012
2240,2004,3067
2241,2006,2749
2242,2009,3502
2243,2003,2782
2244,2001,2295
2245,2011,4215
2246,2003,2782
2247,2013,5862
2248,2013,5862
2249,2003,2782
2250,2009,3502
2251,1998,1191
2252,1998,1191
2253,2013,5862
2254,2008,3867
2255,2004,3067
2256,2004,3067
2257,2013,5862
2258,1999,1924
2259,2005,3046
2260,2003,2782
2261,2005,3046
2262,1999,1924
2263,2010,3423
2264,1999,1924
2265,2004,3067
2266,2009,3502
2267,2007,3338
2268,2011,4215
2269,2009,3502
2270,2005,3046
2271,2005,3046
2272,2009,3502
2273,2008,3867
2274,2005,3046
2275,2009,3502
2276,2000,2012
2277,2012,6096
2278,2013,5862
2279,2005,3046
2280,2009,3502
2281,2008,3867
2282,2012,6096
2283,1993,204
2284,2009,3502
2285,2005,3046
2286,2011,4215
2287,1995,378
2288,1979,170
2289,1981,123
2290,2004,3067
2291,2010,3423
2292,2002,2298
2293,2007,3338
2294,2002,2298
2295,2000,2012
2296,1995,378
2297,2010,3423
2298,2012,6096
2299,2002,2298
2300,2014,1894
2301,2004,3067
2302,2008,3867
2303,2012,6096
2304,2014,1894
2305,2012,6096
2306,2010,3423
2307,2009,3502
2308,2009,3502
2309,1997,856
2310,2014,1894
2311,2005,3046
2312,2013,5862
2313,2008,3867
2314,2012,6096
2315,2004,3067
2316,2008,3867
2317,2012,6096
2318,2011,4215
2319,2013,5862
2320,2013,5862
2321,1997,856
2322,1997,856
2323,1997,856
2324,2008,3867
2325,2005,3046
2326,2005,3046
2327,2006,2749
2328,2005,3046
2329,2012,6096
2330,2003,2782
2331,2013,5862
2332,2009,3502
2333,2001,2295
2334,2009,3502
2335,2014,1894
2336,2005,3046
2337,2002,2298
2338,2008,3867
2339,2002,2298
2340,2010,3423
2341,2003,2782
2342,2006,2749
2343,1999,1924
2344,2014,1894
2345,2007,3338
2346,2003,2782
2347,2004,3067
2348,2013,5862
2349,2013,5862
2350,2002,2298
2351,2012,6096
2352,2007,3338
2353,2002,2298
2354,2014,1894
2355,2008,3867
2356,2010,3423
2357,2002,2298
2358,2005,3046
2359,2005,3046
2360,2000,2012
2361,2014,1894
2362,2001,2295
2363,2007,3338
2364,1986,134
2365,2004,3067
2366,2008,3867
2367,2009,3502
2368,2012,6096
2369,2012,6096
2370,2001,2295
2371,2014,1894
2372,2005,3046
2373,2012,6096
2374,2013,5862
2375,2005,3046
2376,2014,1894
2377,2008,3867
2378,2009,3502
2379,2001,2295
2380,2008,3867
2381,2011,4215
2382,2005,3046
2383,1969,114
2384,2009,3502
2385,2003,2782
2386,2003,2782
2387,2005,3046
2388,2012,6096
2389,2012,6096
2390,2000,2012
2391,2013,5862
2392,2014,1894
2393,2010,3423
2394,2008,3867
2395,2012,6096
2396,2001,2295
2397,2013,5862
2398,2000,2012
2399,2012,6096
2400,2006,2749
2401,2007,3338
2402,2011,4215
2403,2011,4215
2404,2012,6096
2405,2012,6096
2406,2012,6096
2407,2005,3046
2408,2007,3338
2409,2013,5862
2410,2002,2298
2411,2006,2749
2412,2013,5862
2413,2005,3046
2414,2010,3423
2415,2010,3423
2416,2013,5862
2417,2005,3046
2418,2005,3046
2419,2013,5862
2420,2007,3338
2421,2004,3067
2422,2013,5862
2423,2004,3067
2424,2010,3423
2425,2005,3046
2426,2013,5862
2427,2001,2295
2428,2010,3423
2429,2007,3338
2430,2004,3067
2431,2012,6096
2432,1978,231
2433,2001,2295
2434,1999,1924
2435,2000,2012
2436,2011,4215
2437,1999,1924
2438,2012,6096
2439,2010,3423
2440,1997,856
2441,1997,856
2442,2008,3867
2443,1997,856
2444,1997,856
2445,1997,856
2446,1997,856
2447,1997,856
2448,2002,2298
2449,2002,2298
2450,2004,3067
2451,2003,2782
2452,2009,3502
2453,2005,3046
2454,2006,2749
2455,2010,3423
2456,2013,5862
2457,1977,190
2458,2003,2782
2459,2008,3867
2460,1997,856
2461,1998,1191
2462,1998,1191
2463,2008,3867
2464,2012,6096
2465,2005,3046
2466,2000,2012
2467,2009,3502
2468,2014,1894
2469,2001,2295
2470,2002,2298
2471,2006,2749
2472,2008,3867
2473,2009,3502
2474,2014,1894
2475,2014,1894
2476,2013,5862
2477,1998,1191
2478,2013,5862
2479,1991,165
2480,2006,2749
2481,2000,2012
2482,2002,2298
2483,2000,2012
2484,1983,105
2485,2010,3423
2486,1997,856
2487,2013,5862
2488,2001,2295
2489,2005,3046
2490,2014,1894
2491,2008,3867
2492,2005,3046
2493,1999,1924
2494,1998,1191
2495,2006,2749
2496,1998,1191
2497,2006,2749
2498,1997,856
2499,1997,856
2500,2013,5862
2501,2013,5862
2502,1999,1924
2503,2009,3502
2504,1997,856
2505,2008,3867
2506,2005,3046
2507,2008,3867
2508,2005,3046
2509,2011,4215
2510,2001,2295
2511,2001,2295
2512,2003,2782
2513,1976,206
2514,1975,228
2515,2004,3067
2516,2013,5862
2517,1979,170
2518,2000,2012
2519,2012,6096
2520,2009,3502
2521,2003,2782
2522,2001,2295
2523,2009,3502
2524,2009,3502
2525,2007,3338
2526,2011,4215
2527,2011,4215
2528,2005,3046
2529,2004,3067
2530,2004,3067
2531,1976,206
2532,1959,40
2533,1972,107
2534,2002,2298
2535,2002,2298
2536,2004,3067
2537,2004,3067
2538,2001,2295
2539,2003,2782
2540,2005,3046
2541,2014,1894
2542,2013,5862
2543,2014,1894
2544,2013,5862
2545,2009,3502
2546,2004,3067
2547,2000,2012
2548,2012,6096
2549,2001,2295
2550,1998,1191
2551,2013,5862
2552,1986,134
2553,2005,3046
2554,2013,5862
2555,2008,3867
2556,2004,3067
2557,1998,1191
2558,2010,3423
2559,2012,6096
2560,2010,3423
2561,2004,3067
2562,1999,1924
2563,1999,1924
2564,2009,3502
2565,2006,2749
2566,2002,2298
2567,2002,2298
2568,2014,1894
2569,2003,2782
2570,2000,2012
2571,2009,3502
2572,1995,378
2573,2004,3067
2574,2005,3046
2575,1997,856
2576,2011,4215
2577,2008,3867
2578,2005,3046
2579,1997,856
2580,2001,2295
2581,2012,6096
2582,2008,3867
2583,2008,3867
2584,2002,2298
2585,2007,3338
2586,2013,5862
2587,2005,3046
2588,2001,2295
2589,2009,3502
2590,2003,2782
2591,2012,6096
2592,2006,2749
2593,2006,2749
2594,2000,2012
2595,2013,5862
2596,1999,1924
2597,2009,3502
2598,2006,2749
2599,2008,3867
2600,2001,2295
2601,1998,1191
2602,2009,3502
2603,2005,3046
2604,2005,3046
2605,2004,3067
2606,2012,6096
2607,2012,6096
2608,1999,1924
2609,2005,3046
2610,2005,3046
2611,2006,2749
2612,2004,3067
2613,2012,6096
2614,2006,2749
2615,2004,3067
2616,2005,3046
2617,2004,3067
2618,2002,2298
2619,2004,3067
2620,2009,3502
2621,2005,3046
2622,2010,3423
2623,2004,3067
2624,1968,157
2625,2009,3502
2626,2005,3046
2627,2008,3867
2628,2011,4215
2629,2003,2782
2630,2005,3046
2631,2002,2298
2632,2003,2782
2633,2005,3046
2634,2007,3338
2635,1997,856
2636,2013,5862
2637,2013,5862
2638,2006,2749
2639,2014,1894
2640,1995,378
2641,2002,2298
2642,2007,3338
2643,2005,3046
2644,2008,3867
2645,2000,2012
2646,2012,6096
2647,2004,3067
2648,2006,2749
2649,2004,3067
2650,2007,3338
2651,1998,1191
2652,2002,2298
2653,2010,3423
2654,2013,5862
2655,2012,6096
2656,2005,3046
2657,2008,3867
2658,2005,3046
2659,2012,6096
2660,2004,3067
2661,2005,3046
2662,2008,3867
2663,2008,3867
2664,2012,6096
2665,2008,3867
2666,1989,180
2667,2009,3502
2668,2011,4215
2669,1998,1191
2670,1997,856
2671,2003,2782
2672,2005,3046
2673,2002,2298
2674,2012,6096
2675,2008,3867
2676,2005,3046
2677,2000,2012
2678,1996,396
2679,2005,3046
2680,2004,3067
2681,2005,3046
2682,2013,5862
2683,2001,2295
2684,2009,3502
2685,1999,1924
2686,2002,2298
2687,2002,2298
2688,2010,3423
2689,2008,3867
2690,2012,6096
2691,2004,3067
2692,2010,3423
2693,2005,3046
2694,1997,856
2695,2002,2298
2696,2000,2012
2697,2007,3338
2698,1997,856
2699,2007,3338
2700,2006,2749
2701,1990,170
2702,2006,2749
2703,2010,3423
2704,2002,2298
2705,2007,3338
2706,2003,2782
2707,2006,2749
2708,2008,3867
2709,2008,3867
2710,2014,1894
2711,1997,856
2712,2006,2749
2713,2006,2749
2714,2010,3423
2715,2008,3867
2716,2011,4215
2717,2008,3867
2718,2002,2298
2719,1997,856
2720,2009,3502
2721,2006,2749
2722,2005,3046
2723,2013,5862
2724,2003,2782
2725,2008,3867
2726,2012,6096
2727,2004,3067
2728,2011,4215
2729,1999,1924
2730,2005,3046
2731,2014,1894
2732,2011,4215
2733,2005,3046
2734,2012,6096
2735,1998,1191
2736,2004,3067
2737,2010,3423
2738,2003,2782
2739,2004,3067
2740,2004,3067
2741,2001,2295
2742,2005,3046
2743,2008,3867
2744,1997,856
2745,2006,2749
2746,2001,2295
2747,2007,3338
2748,2007,3338
2749,2006,2749
2750,1999,1924
2751,2013,5862
2752,2005,3046
2753,2010,3423
2754,1993,204
2755,2002,2298
2756,1999,1924
2757,1998,1191
2758,2009,3502
2759,2004,3067
2760,2012,6096
2761,2013,5862
2762,2009,3502
2763,2014,1894
2764,2012,6096
2765,2014,1894
2766,1983,105
2767,2009,3502
2768,2006,2749
2769,2003,2782
2770,2012,6096
2771,1993,204
2772,2006,2749
2773,2006,2749
2774,2004,3067
2775,2008,3867
2776,2011,4215
2777,2005,3046
2778,2004,3067
2779,2014,1894
2780,1999,1924
2781,1998,1191
2782,2012,6096
2783,2008,3867
2784,2008,3867
2785,2003,2782
2786,2005,3046
2787,2012,6096
2788,2006,2749
2789,2004,3067
2790,2008,3867
2791,2005,3046
2792,2011,4215
2793,2008,3867
2794,2010,3423
2795,2010,3423
2796,2001,2295
2797,1997,856
2798,1997,856
2799,2002,2298
2800,1997,856
2801,2012,6096
2802,2002,2298
2803,2001,2295
2804,2001,2295
2805,1997,856
2806,1997,856
2807,2000,2012
2808,2013,5862
2809,2004,3067
2810,2008,3867
2811,2004,3067
2812,1997,856
2813,1997,856
2814,2012,6096
2815,1999,1924
2816,2000,2012
2817,1997,856
2818,2006,2749
2819,2008,3867
2820,2009,3502
2821,2008,3867
2822,2012,6096
2823,2001,2295
2824,2004,3067
2825,2005,3046
2826,2005,3046
2827,2005,3046
2828,2000,2012
2829,2003,2782
2830,1997,856
2831,2006,2749
2832,2006,2749
2833,2009,3502
2834,2012,6096
2835,2010,3423
2836,2011,4215
2837,2002,2298
2838,1988,163
2839,2012,6096
2840,2010,3423
2841,1997,856
2842,2008,3867
2843,2008,3867
2844,2012,6096
2845,2005,3046
2846,2003,2782
2847,2008,3867
2848,2007,3338
2849,2006,2749
2850,2003,2782
2851,2011,4215
2852,2011,4215
2853,2003,2782
2854,2004,3067
2855,2005,3046
2856,1999,1924
2857,2012,6096
2858,2004,3067
2859,2000,2012
2860,2004,3067
2861,2014,1894
2862,2000,2012
2863,2011,4215
2864,1993,204
2865,2005,3046
2866,2014,1894
2867,1997,856
2868,2013,5862
2869,2003,2782
2870,2013,5862
2871,2009,3502
2872,1997,856
2873,1997,856
2874,1997,856
2875,2001,2295
2876,1997,856
2877,2002,2298
2878,1997,856
2879,1999,1924
2880,2001,2295
2881,2010,3423
2882,2009,3502
2883,2007,3338
2884,2004,3067
2885,2001,2295
2886,2013,5862
2887,2012,6096
2888,2008,3867
2889,1994,283
2890,2003,2782
2891,2007,3338
2892,2008,3867
2893,2006,2749
2894,2013,5862
2895,2000,2012
2896,2000,2012
2897,2014,1894
2898,2000,2012
2899,2000,2012
2900,2011,4215
2901,1999,1924
2902,2000,2012
2903,2000,2012
2904,2012,6096
2905,2000,2012
2906,2000,2012
2907,2000,2012
2908,2005,3046
2909,2005,3046
2910,2000,2012
2911,2007,3338
2912,2011,4215
2913,2000,2012
2914,2000,2012
2915,1999,1924
2916,2012,6096
2917,2012,6096
2918,2011,4215
2919,2011,4215
2920,1997,856
2921,2013,5862
2922,2011,4215
2923,2000,2012
2924,2012,6096
2925,2012,6096
2926,2007,3338
2927,2009,3502
2928,2008,3867
2929,2005,3046
2930,2003,2782
2931,1995,378
2932,2007,3338
2933,2009,3502
2934,2006,2749
2935,2009,3502
2936,2013,5862
2937,2010,3423
2938,2011,4215
2939,2014,1894
2940,2007,3338
2941,2011,4215
2942,2007,3338
2943,2014,1894
2944,2013,5862
2945,2007,3338
2946,2009,3502
2947,2013,5862
2948,2011,4215
2949,2007,3338
2950,2009,3502
2951,2011,4215
2952,2012,6096
2953,2005,3046
2954,2013,5862
2955,2013,5862
2956,2013,5862
2957,2007,3338
2958,2009,3502
2959,2010,3423
2960,2006,2749
2961,2013,5862
2962,2013,5862
2963,2013,5862
2964,2003,2782
2965,2013,5862
2966,2013,5862
2967,2008,3867
2968,2004,3067
2969,2007,3338
2970,2012,6096
2971,2011,4215
2972,2012,6096
2973,2013,5862
2974,2012,6096
2975,1996,396
2976,1994,283
2977,2003,2782
2978,2010,3423
2979,2008,3867
2980,2006,2749
2981,2013,5862
2982,1997,856
2983,2004,3067
2984,2002,2298
2985,2014,1894
2986,2001,2295
2987,2003,2782
2988,2005,3046
2989,2014,1894
2990,1999,1924
2991,2003,2782
2992,2003,2782
2993,2000,2012
2994,2005,3046
2995,1999,1924
2996,2004,3067
2997,2008,3867
2998,2005,3046
2999,2014,1894
3000,2006,2749
3001,2003,2782
3002,1999,1924
3003,2004,3067
3004,2011,4215
3005,2006,2749
3006,2010,3423
3007,1997,856
3008,2008,3867
3009,2013,5862
3010,2011,4215
3011,2004,3067
3012,1999,1924
3013,2010,3423
3014,2005,3046
3015,2003,2782
3016,2006,2749
3017,2000,2012
3018,2000,2012
3019,1981,123
3020,2014,1894
3021,2002,2298
3022,2004,3067
3023,2012,6096
3024,1995,378
3025,2001,2295
3026,1998,1191
3027,2013,5862
3028,2000,2012
3029,2005,3046
3030,2006,2749
3031,2008,3867
3032,2008,3867
3033,2004,3067
3034,2004,3067
3035,2008,3867
3036,1987,156
3037,2001,2295
3038,2014,1894
3039,2004,3067
3040,2014,1894
3041,2012,6096
3042,2001,2295
3043,2006,2749
3044,2002,2298
3045,2000,2012
3046,2014,1894
3047,2012,6096
3048,2000,2012
3049,2012,6096
3050,2008,3867
3051,2006,2749
3052,2011,4215
3053,2006,2749
3054,2013,5862
3055,2007,3338
3056,1998,1191
3057,2007,3338
3058,2013,5862
3059,2013,5862
3060,2004,3067
3061,2012,6096
3062,2004,3067
3063,2004,3067
3064,2001,2295
3065,2000,2012
3066,2010,3423
3067,2011,4215
3068,1997,856
3069,2001,2295
3070,1997,856
3071,2005,3046
3072,1999,1924
3073,2005,3046
3074,2005,3046
3075,2008,3867
3076,2006,2749
3077,2005,3046
3078,1999,1924
3079,1990,170
3080,2005,3046
3081,2000,2012
3082,2005,3046
3083,1997,856
3084,2011,4215
3085,2011,4215
3086,1987,156
3087,2008,3867
3088,2004,3067
3089,2012,6096
3090,2014,1894
3091,2013,5862
3092,2013,5862
3093,2007,3338
3094,2012,6096
3095,2005,3046
3096,2012,6096
